"Leading Cancer Sites"	"Leading Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	Count	Population	Crude Rate
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2009"	"2009"	"Female"	"F"	25	673075	3.7
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2009"	"2009"	"Male"	"M"	47	673642	7.0
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2010"	"2010"	"Female"	"F"	23	680708	3.4
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2010"	"2010"	"Male"	"M"	37	683296	5.4
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2011"	"2011"	"Female"	"F"	24	688528	3.5
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"2011"	"2011"	"Male"	"M"	24	691034	3.5
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2002"	"2002"	"Female"	"F"	45	668686	6.7
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2002"	"2002"	"Male"	"M"	65	671686	9.7
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2003"	"2003"	"Female"	"F"	45	679877	6.6
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2003"	"2003"	"Male"	"M"	55	683503	8.0
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2004"	"2004"	"Female"	"F"	49	693186	7.1
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2004"	"2004"	"Male"	"M"	51	698616	7.3
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2005"	"2005"	"Female"	"F"	65	711983	9.1
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2005"	"2005"	"Male"	"M"	62	716258	8.7
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2006"	"2006"	"Female"	"F"	41	732104	5.6
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2006"	"2006"	"Male"	"M"	57	736565	7.7
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2007"	"2007"	"Female"	"F"	59	750127	7.9
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2007"	"2007"	"Male"	"M"	62	754978	8.2
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2008"	"2008"	"Female"	"F"	53	764792	6.9
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2008"	"2008"	"Male"	"M"	69	769528	9.0
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2009"	"2009"	"Female"	"F"	39	775398	5.0
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2009"	"2009"	"Male"	"M"	65	779041	8.3
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2010"	"2010"	"Female"	"F"	40	783970	5.1
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2010"	"2010"	"Male"	"M"	62	786849	7.9
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2011"	"2011"	"Female"	"F"	33	790969	4.2
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"2011"	"2011"	"Male"	"M"	63	793303	7.9
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2002"	"2002"	"Female"	"F"	380	6387897	5.9
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2002"	"2002"	"Male"	"M"	383	6137659	6.2
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2003"	"2003"	"Female"	"F"	357	6402859	5.6
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2003"	"2003"	"Male"	"M"	446	6153147	7.2
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2004"	"2004"	"Female"	"F"	413	6414209	6.4
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2004"	"2004"	"Male"	"M"	442	6175564	7.2
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2005"	"2005"	"Female"	"F"	370	6423831	5.8
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2005"	"2005"	"Male"	"M"	442	6186072	7.1
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2006"	"2006"	"Female"	"F"	404	6440022	6.3
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2006"	"2006"	"Male"	"M"	489	6203933	7.9
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2007"	"2007"	"Female"	"F"	403	6467577	6.2
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2007"	"2007"	"Male"	"M"	433	6228289	7.0
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2008"	"2008"	"Female"	"F"	428	6493537	6.6
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2008"	"2008"	"Male"	"M"	468	6253501	7.5
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2009"	"2009"	"Female"	"F"	390	6520723	6.0
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2009"	"2009"	"Male"	"M"	455	6276055	7.2
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2010"	"2010"	"Female"	"F"	408	6543435	6.2
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2010"	"2010"	"Male"	"M"	495	6297110	7.9
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2011"	"2011"	"Female"	"F"	409	6555863	6.2
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"2011"	"2011"	"Male"	"M"	506	6311920	8.0
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2002"	"2002"	"Female"	"F"	199	3133342	6.4
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2002"	"2002"	"Male"	"M"	230	3022625	7.6
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2003"	"2003"	"Female"	"F"	194	3152366	6.2
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2003"	"2003"	"Male"	"M"	246	3044272	8.1
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2004"	"2004"	"Female"	"F"	201	3168952	6.3
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2004"	"2004"	"Male"	"M"	250	3064055	8.2
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2005"	"2005"	"Female"	"F"	216	3191481	6.8
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2005"	"2005"	"Male"	"M"	224	3087135	7.3
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2006"	"2006"	"Female"	"F"	233	3218203	7.2
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2006"	"2006"	"Male"	"M"	255	3114466	8.2
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2007"	"2007"	"Female"	"F"	235	3241454	7.2
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2007"	"2007"	"Male"	"M"	253	3138145	8.1
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2008"	"2008"	"Female"	"F"	215	3263963	6.6
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2008"	"2008"	"Male"	"M"	301	3160843	9.5
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2009"	"2009"	"Female"	"F"	204	3281477	6.2
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2009"	"2009"	"Male"	"M"	233	3177848	7.3
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2010"	"2010"	"Female"	"F"	214	3297382	6.5
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2010"	"2010"	"Male"	"M"	288	3193173	9.0
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2011"	"2011"	"Female"	"F"	196	3310293	5.9
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	"2011"	"2011"	"Male"	"M"	298	3206957	9.3
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2002"	"2002"	"Female"	"F"	103	1491450	6.9
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2002"	"2002"	"Male"	"M"	125	1442784	8.7
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2003"	"2003"	"Female"	"F"	101	1493907	6.8
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2003"	"2003"	"Male"	"M"	124	1448092	8.6
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2004"	"2004"	"Female"	"F"	108	1498888	7.2
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2004"	"2004"	"Male"	"M"	126	1454747	8.7
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2005"	"2005"	"Female"	"F"	123	1503019	8.2
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2005"	"2005"	"Male"	"M"	132	1461435	9.0
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2006"	"2006"	"Female"	"F"	94	1511124	6.2
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2006"	"2006"	"Male"	"M"	140	1471520	9.5
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2007"	"2007"	"Female"	"F"	107	1518023	7.0
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2007"	"2007"	"Male"	"M"	149	1481189	10.1
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2008"	"2008"	"Female"	"F"	102	1525539	6.7
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2008"	"2008"	"Male"	"M"	146	1491195	9.8
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2009"	"2009"	"Female"	"F"	118	1532739	7.7
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2009"	"2009"	"Male"	"M"	136	1500131	9.1
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2010"	"2010"	"Female"	"F"	103	1539861	6.7
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2010"	"2010"	"Male"	"M"	116	1510958	7.7
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2011"	"2011"	"Female"	"F"	126	1546565	8.1
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	"2011"	"2011"	"Male"	"M"	140	1520207	9.2
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2002"	"2002"	"Female"	"F"	70	1371898	5.1
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2002"	"2002"	"Male"	"M"	123	1341637	9.2
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2003"	"2003"	"Female"	"F"	95	1377415	6.9
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2003"	"2003"	"Male"	"M"	106	1345589	7.9
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2004"	"2004"	"Female"	"F"	79	1382396	5.7
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2004"	"2004"	"Male"	"M"	107	1351977	7.9
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2005"	"2005"	"Female"	"F"	86	1387958	6.2
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2005"	"2005"	"Male"	"M"	107	1357341	7.9
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2006"	"2006"	"Female"	"F"	74	1394092	5.3
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2006"	"2006"	"Male"	"M"	102	1368839	7.5
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2007"	"2007"	"Female"	"F"	99	1405705	7.0
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2007"	"2007"	"Male"	"M"	103	1378080	7.5
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2008"	"2008"	"Female"	"F"	81	1415563	5.7
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2008"	"2008"	"Male"	"M"	134	1392513	9.6
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2009"	"2009"	"Female"	"F"	75	1428139	5.3
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2009"	"2009"	"Male"	"M"	98	1404565	7.0
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2010"	"2010"	"Female"	"F"	86	1440121	6.0
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2010"	"2010"	"Male"	"M"	106	1418145	7.5
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2011"	"2011"	"Female"	"F"	104	1445451	7.2
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	"2011"	"2011"	"Male"	"M"	142	1424226	10.0
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2002"	"2002"	"Female"	"F"	138	2087223	6.6
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2002"	"2002"	"Male"	"M"	141	2002652	7.0
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2003"	"2003"	"Female"	"F"	134	2102308	6.4
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2003"	"2003"	"Male"	"M"	162	2014862	8.0
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2004"	"2004"	"Female"	"F"	141	2112051	6.7
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2004"	"2004"	"Male"	"M"	164	2034050	8.1
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2005"	"2005"	"Female"	"F"	120	2129658	5.6
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2005"	"2005"	"Male"	"M"	171	2053084	8.3
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2006"	"2006"	"Female"	"F"	127	2149096	5.9
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2006"	"2006"	"Male"	"M"	174	2070143	8.4
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2007"	"2007"	"Female"	"F"	161	2164210	7.4
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2007"	"2007"	"Male"	"M"	198	2092462	9.5
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2008"	"2008"	"Female"	"F"	149	2183532	6.8
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2008"	"2008"	"Male"	"M"	178	2106346	8.5
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2009"	"2009"	"Female"	"F"	172	2193136	7.8
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2009"	"2009"	"Male"	"M"	200	2123938	9.4
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2010"	"2010"	"Female"	"F"	151	2208920	6.8
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2010"	"2010"	"Male"	"M"	198	2139544	9.3
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2011"	"2011"	"Female"	"F"	162	2220604	7.3
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2011"	"2011"	"Male"	"M"	202	2150213	9.4
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2002"	"2002"	"Female"	"F"	91	2315524	3.9
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2002"	"2002"	"Male"	"M"	149	2181743	6.8
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2003"	"2003"	"Female"	"F"	123	2327153	5.3
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2003"	"2003"	"Male"	"M"	161	2193889	7.3
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2004"	"2004"	"Female"	"F"	113	2338753	4.8
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2004"	"2004"	"Male"	"M"	148	2213485	6.7
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2005"	"2005"	"Female"	"F"	106	2263201	4.7
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2005"	"2005"	"Male"	"M"	149	2148195	6.9
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2006"	"2006"	"Female"	"F"	129	2204072	5.9
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2006"	"2006"	"Male"	"M"	144	2098593	6.9
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2007"	"2007"	"Female"	"F"	112	2239125	5.0
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2007"	"2007"	"Male"	"M"	150	2136456	7.0
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2008"	"2008"	"Female"	"F"	123	2269630	5.4
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2008"	"2008"	"Male"	"M"	146	2165956	6.7
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2009"	"2009"	"Female"	"F"	130	2295199	5.7
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2009"	"2009"	"Male"	"M"	141	2196449	6.4
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2010"	"2010"	"Female"	"F"	128	2319925	5.5
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2010"	"2010"	"Male"	"M"	144	2224710	6.5
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2011"	"2011"	"Female"	"F"	117	2336558	5.0
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2011"	"2011"	"Male"	"M"	144	2239686	6.4
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2002"	"2002"	"Female"	"F"	51	664226	7.7
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2002"	"2002"	"Male"	"M"	68	631734	10.8
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2003"	"2003"	"Female"	"F"	47	668680	7.0
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2003"	"2003"	"Male"	"M"	58	637833	9.1
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2004"	"2004"	"Female"	"F"	61	671862	9.1
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2004"	"2004"	"Male"	"M"	76	641826	11.8
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2005"	"2005"	"Female"	"F"	38	674104	5.6
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2005"	"2005"	"Male"	"M"	72	644683	11.2
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2006"	"2006"	"Female"	"F"	51	676157	7.5
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2006"	"2006"	"Male"	"M"	67	647462	10.3
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2007"	"2007"	"Female"	"F"	50	677797	7.4
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2007"	"2007"	"Male"	"M"	57	649243	8.8
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2008"	"2008"	"Female"	"F"	48	679413	7.1
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2008"	"2008"	"Male"	"M"	68	651096	10.4
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2009"	"2009"	"Female"	"F"	51	678694	7.5
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2009"	"2009"	"Male"	"M"	76	650896	11.7
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2010"	"2010"	"Female"	"F"	57	677943	8.4
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2010"	"2010"	"Male"	"M"	65	649708	10.0
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2011"	"2011"	"Female"	"F"	40	678007	5.9
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2011"	"2011"	"Male"	"M"	69	650466	10.6
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2002"	"2002"	"Female"	"F"	169	2815197	6.0
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2002"	"2002"	"Male"	"M"	212	2625192	8.1
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2003"	"2003"	"Female"	"F"	164	2843847	5.8
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2003"	"2003"	"Male"	"M"	213	2652422	8.0
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2004"	"2004"	"Female"	"F"	191	2870043	6.7
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2004"	"2004"	"Male"	"M"	165	2676892	6.2
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2005"	"2005"	"Female"	"F"	158	2891761	5.5
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2005"	"2005"	"Male"	"M"	163	2700618	6.0
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2006"	"2006"	"Female"	"F"	172	2907963	5.9
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2006"	"2006"	"Male"	"M"	196	2719404	7.2
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2007"	"2007"	"Female"	"F"	172	2920109	5.9
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2007"	"2007"	"Male"	"M"	223	2733299	8.2
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2008"	"2008"	"Female"	"F"	174	2935788	5.9
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2008"	"2008"	"Male"	"M"	211	2749177	7.7
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2009"	"2009"	"Female"	"F"	180	2960001	6.1
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2009"	"2009"	"Male"	"M"	199	2770387	7.2
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2010"	"2010"	"Female"	"F"	171	2988816	5.7
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2010"	"2010"	"Male"	"M"	224	2799968	8.0
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2011"	"2011"	"Female"	"F"	189	3013514	6.3
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2011"	"2011"	"Male"	"M"	199	2826727	7.0
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2002"	"2002"	"Female"	"F"	219	3319436	6.6
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2002"	"2002"	"Male"	"M"	245	3097770	7.9
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2003"	"2003"	"Female"	"F"	236	3320817	7.1
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2003"	"2003"	"Male"	"M"	256	3101748	8.3
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2004"	"2004"	"Female"	"F"	196	3314634	5.9
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2004"	"2004"	"Male"	"M"	280	3097647	9.0
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2005"	"2005"	"Female"	"F"	218	3309010	6.6
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2005"	"2005"	"Male"	"M"	267	3094280	8.6
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2006"	"2006"	"Female"	"F"	249	3311185	7.5
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2006"	"2006"	"Male"	"M"	255	3098899	8.2
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2007"	"2007"	"Female"	"F"	231	3321653	7.0
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2007"	"2007"	"Male"	"M"	296	3109906	9.5
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2008"	"2008"	"Female"	"F"	250	3340730	7.5
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2008"	"2008"	"Male"	"M"	270	3128237	8.6
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2009"	"2009"	"Female"	"F"	210	3365859	6.2
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2009"	"2009"	"Male"	"M"	259	3151754	8.2
